505,No birds feed on small fish.,False, some birds feed on small fish.,1,1,
240,Not all wild boars eat small reptiles.,True, wild boars that live in areas where there are no small reptiles do not eat small reptiles.,1,1,
210,Not all birds evolve from dinosaurs.,True, birds that live in a place where there are no dinosaurs do not evolve from dinosaurs.,0,1,
114,All dioxide flows into arteries.,False, the pulmonary artery does not flow into arteries.,1,1,
173,Not all hawks destroy eggs.,True, hawks that are not hungry do not destroy eggs.,1,1,
469,No birds avoid predators.,False, some birds avoid predators.,1,1,
322,Some lizards absorb heat.,True, some lizards absorb heat from the sun.,1,1,
362,Some birds use feathers.,True, some birds use feathers for flying.,1,1,
297,Not all rats have grey coats.,True, rats that are born with a different color coat do not have grey coats.,1,1,
233,Not all female voles reach reproductive maturity.,True, female voles that are born with a congenital disorder do not reach reproductive maturity.,1,1,
246,Not all killer whales enter river mouths.,True, some killer whales do not enter river mouths to rest or to find food.,1,1,
347,Some salamanders have four limbs.,True, some salamanders have four limbs.,1,1,
150,All elephants live in nepal.,False, elephants that live in africa do not live in nepal.,1,1,
59,All salamanders eat frogs.,False, the eastern tiger salamander does not eat frogs.,1,1,
94,All song birds migrate at night.,False, song birds that are breeding do not migrate at night.,1,1,
104,All house mice rely on pheromone.,False, house mice that are living in a small space do not rely on pheromone.,1,1,
248,Not all killer whales live in antarctic regions.,True, humpback whales do not live in antarctic regions.,1,1,
38,All cuckoos have flight.,False, the common cuckoo does not have flight.,1,1,
229,Not all birds are territorial and protect the area around their nest.,True, the common grackle is not territorial and protect the area around their nest.,1,1,
138,All frogs survive for months.,False, frogs that live in a desert do not survive for months.,1,1,
299,Not all carbohydrates promote inflammation.,True, fructose does not promote inflammation.,1,1,
155,All american bison live in grassland.,False, bison that live in the arctic tundra do not live in grassland.,1,1,
247,Not all deer live in woodlands.,True, deer that live in grasslands do not live in woodlands.,1,1,
175,Not all lizards eat rodents.,True, lizards that live in the desert do not eat rodents.,1,1,
201,Not all vertebrate species have separate sexes.,True, some species of fish do not have separate sexes.,1,1,
491,No lions kill leopards.,False, some lions kill leopards.,1,1,
445,No armadillos have hard outer shells.,False, some armadillos have a hard outer shell.,1,1,
251,Not all ocelots have stripes.,True, ocelots that are young do not have stripes.,1,1,
329,Some bears have lifetimes.,True, some bears have a lifespan of 10-15 years.,1,1,
383,Some squirrels seek water.,True, some squirrels seek a water source.,1,1,
133,All lizards eat other insects.,False, lizards that are in captivity do not eat other insects.,1,1,
360,Some antelopes eat leaves.,True, some antelopes eat grasses.,1,1,
427,No frogs float in ponds.,False, some frogs float in ponds.,1,1,
100,All barn owls have global distribution.,False, the barn owl does not have global distribution.,1,1,
284,Not all chameleons have long tongues.,True, the common chameleon does not have long tongues.,1,1,
213,Not all foxes prey on scorpions.,True, foxes that live in an area where there are no scorpions do not prey on scorpions.,1,1,
224,Not all tigers have blue eyes.,True, tigers that are born with yellow eyes do not have blue eyes.,1,1,
241,Not all mice give birth to animals.,True, mice that are spayed do not give birth to animals.,1,1,
277,Not all wolves have heavy coats.,True, the arctic wolf does not have heavy coats.,1,1,
339,Some fishes live in rivers and lakes.,True, some fishes live in freshwater lakes.,1,1,
46,All tigers eat orangutans.,False, some tigers do not eat orangutans.,1,1,
58,All jamaican bats feed on bananas.,False, jamaican bats that live in areas where bananas are not available do not feed on bananas.,1,1,
306,Not all dugongs feed on seaweed.,True, dugongs that are young do not feed on seaweed.,1,1,
414,No fish have pelvic fins.,False, some fish have pelvic fins.,1,1,
110,All salamanders live on ground.,False, salamanders that live in water do not live on ground.,1,1,
163,Not all sharks feed on creatures.,True, sharks that live in an area with little food do not feed on creatures.,1,1,
145,All red kangaroos live in grassland.,False, red kangaroos that live in the rainforest do not live in grassland.,1,1,
56,All asiatic cheetahs eat hoof mammals.,False, asiatic cheetahs that are very young do not eat hoof mammals.,1,1,
404,Some mice have thymus organs.,True, some mice have thymus glands.,1,1,
255,Not all horseshoe crabs have legs.,True, horseshoe crabs that are juveniles do not have legs.,1,1,
69,All mole crickets feed at nights.,False, mole crickets that live in areas where it is too hot during the day do not feed at nights.,1,1,
62,All sumatran elephants have curve spines.,False, sumatran elephants that are very young do not have curve spines.,0,1,
76,All fish have expandable jaws.,False, fish that are born with a small mouth do not have expandable jaws.,0,1,
502,No solitary dolphins interact with humans.,False, some solitary dolphins interact with humans in a way that is not harmful to humans.,0,1,
181,Not all wolf spiders feed on insects.,True, wolf spiders that live in a place with no insects do not feed on insects.,0,1,
289,Not all vertebrates enter water.,True, birds do not enter water.,1,1,
417,No lizards absorb heat.,False, some lizards absorb heat from the sun.,1,1,
40,All male iguanas have penises.,False, male iguanas that are still growing do not have penises.,1,1,
453,No monitor lizards use throat muscles.,False, some monitor lizards use throat muscles to make sounds.,1,1,
107,All snakes live as solitary animals.,False, snakes that are in the same enclosure as other snakes do not live as solitary animals.,1,1,
165,Not all voles occupy grass.,True, the northern grass vole does not occupy grass.,1,1,
421,No marine iguanas regulate body temperature.,False, some marine iguanas regulate their body temperature by basking in the sun.,1,1,
124,All porpoises have shape teeth.,False, some porpoises do not have shape teeth.,1,1,
43,All vertebrate species have separate sexes.,False, some species of fish do not have separate sexes.,1,1,
52,All birds evolve from dinosaurs.,False, birds that live in the arctic do not evolve from dinosaurs.,1,1,
279,Not all squirrels have acorns.,True, squirrels that are very young do not have acorns.,1,1,
160,Not all frogs have a disk of skin behind each eye.,True, the african clawed frog does not have a disk of skin behind each eye.,1,1,
459,No snakes feed on amphibians.,False, some snakes feed on frogs.,1,1,
288,Not all white sharks reach sexual maturity.,True, white sharks that are born with a deformity do not reach sexual maturity.,1,1,
374,Some birds avoid predators.,True, some birds avoid predators such as foxes, coyotes, and owls.,1,1,
230,Not all mountain lions kill large prey.,True, mountain lions that are very young do not kill large prey.,1,1,
122,All herons feed in grass.,False, the black-crowned night heron does not feed in grass.,1,1,
179,Not all ostriches have long legs.,True, ostriches that are young do not have long legs.,1,1,
335,Some ospreys have toes.,True, some ospreys have a first toe.,1,1,
321,Some kestrels feed on grasshoppers.,True, some kestrels feed on grasshoppers.,1,1,
185,Not all squirrels destroy vegetation.,True, squirrels that are not in the area do not destroy vegetation.,1,1,
375,Some black bears eat plants.,True, some black bears eat grasses, sedges, rushes, and other herbaceous plants.,1,1,
422,No primitive fish have testes.,False, some primitive fish have testes.,1,1,
323,Some elephants consume bamboo.,True, some elephants consume bamboo.,1,1,
293,Not all fish are carnivorous and eat other fish.,True, the goldfish is not carnivorous and eat other fish.,1,1,
187,Not all albatrosses take flight.,True, the laysan albatross does not take flight.,1,1,
345,Some bears survive habitats.,True, some bears survive forest habitats.,1,1,
451,No snakes hunt their prey using body heat.,False, some snakes hunt their prey using body heat.,1,1,
99,All squirrels have glide membranes.,False, ground squirrels do not have glide membranes.,1,1,
319,Some fish have pelvic fins.,True, some fish have a pelvic fin.,1,1,
479,No snakes hide in grass.,False, some snakes hide in tall grass.,1,1,
190,Not all spider monkeys eat nuts.,True, spider monkeys that are sick do not eat nuts.,1,1,
212,Not all human embryos go through various stages.,True, human embryos that are aborted do not go through various stages.,1,1,
235,Not all bats develop environments.,True, bats that are young do not develop environments.,1,1,
204,Not all tigers eat orangutans.,True, tigers that are too young to eat orangutans do not eat orangutans.,1,1,
208,Not all birds have bright red eyes.,True, some birds have a dark brown eye.,1,1,
460,No river turtles feed on clams and mussels.,False, some river turtles feed on clams and mussels.,1,1,
327,Some primitive fish have testes.,True, some primitive fish have testes that produce sperm.,1,1,
354,Some elephants possess bones.,True, some elephants possess long bones.,1,1,
249,Not all hyenas prey on calves.,True, lions do not prey on calves.,1,1,
466,No hedgehog tenrecs eat insects.,False, some hedgehog tenrecs eat insects.,1,1,
96,All wolves have glands.,False, wolves that are very young do not have glands.,1,1,
405,Some mule deer have teeth.,True, some mule deer have incisors.,1,1,
325,Some cats have huge ears.,True, some cats have large ears.,1,1,
120,All octopus jellyfish have gray tints.,False, some octopus jellyfish have a variety of colors.,1,1,
259,Not all male wasps have spines.,True, the paper wasp does not have spines.,1,1,
270,Not all hyenas live in craters.,True, hyenas that live in the savannas do not live in craters.,1,1,
121,All squirrels have acorns.,False, squirrels that are very young do not have acorns.,1,1,
231,Not all saltwater crocodiles kill prey.,True, saltwater crocodiles that are too young to hunt do not kill prey.,1,1,
488,No tigers eat orangutans.,False, some tigers eat orangutans.,1,1,
167,Not all lions eat small animals.,True, lions that are too old to hunt do not eat small animals.,1,1,
392,Some gerbils dig soil.,True, some gerbils dig burrowing in the soil.,1,1,
200,Not all eels are predators.,True, the moray eel is not a predator.,1,1,
261,Not all lions have powerful limbs.,True, lions that are young do not have powerful limbs.,1,1,
498,No fish scales are part of fish.,False, some fish scales are part of the fish's skin.,1,1,
85,All lizards sit on branches.,False, the green iguana does not sit on branches.,1,1,
174,Not all vertebrates have cartilage skeletons.,True, fish do not have cartilage skeletons.,1,1,
88,All killer whales enter river mouths.,False, killer whales that are sick do not enter river mouths.,1,1,
278,Not all octopus jellyfish have gray tints.,True, some octopus jellyfish have blue-gray tints.,1,1,
468,No gazelles live on african grassland.,False, some gazelles live on african savannas.,1,1,
164,Not all ermines have fur.,True, ermines that are very young do not have fur.,1,1,
149,All snakes thrive in habitats.,False, snakes that live in a place that is too cold do not thrive in habitats.,1,1,
234,Not all fish have expandable jaws.,True, fish that are born without jaws do not have expandable jaws.,1,1,
428,No fish live in reefs.,False, some fish live in coral reefs.,1,1,
442,No salamanders have four limbs.,False, some salamanders have four limbs.,1,1,
68,All penguins raise chicks.,False, emperor penguins do not raise chicks.,1,1,
148,All dugongs feed on seaweed.,False, dugongs that are very young do not feed on seaweed.,1,1,
393,Some tigers eat orangutans.,True, some tigers eat orangutans.,1,1,
419,No species of sharks give live birth to their young.,False, some species of sharks give live birth to their young.,1,1,
465,No walruses rely on sea ice.,False, some walruses rely on sea ice.,1,1,
48,All garter snakes survive extreme environmental conditions.,False, garter snakes that are very young do not survive extreme environmental conditions.,1,1,
298,Not all squirrels feed on nuts.,True, squirrels that live in an area where there are no nuts do not feed on nuts.,1,1,
410,Some birds feed on small fish.,True, some birds feed on small fish.,1,1,
118,All desert tortoises have high dome shells.,False, the desert tortoise does not have high dome shells.,1,1,
186,Not all chimpanzees throw objects at human observers.,True, chimpanzees that are in a zoo do not throw objects at human observers.,1,1,
275,Not all fishbones are part of perches.,True, fishbones that are part of a shark are not part of perches.,1,1,
211,Not all woodpeckers nest in trees.,True, woodpeckers that live in urban areas do not nest in trees.,1,1,
42,All eels are predators.,False, the eastern eel is not a predator.,1,1,
365,Some river turtles feed on clams and mussels.,True, some river turtles feed on clams and mussels.,1,1,
484,No porcupines eat tree bark.,False, some porcupines eat tree bark.,1,1,
476,No bats carry rabies.,False, some bats carry rabies virus.,1,1,
316,Some rabbits have tongues.,True, some rabbits have a long tongue.,1,1,
159,Not all dolphins live in oceans.,True, bottlenose dolphins do not live in oceans.,1,1,
485,No wallabies reach sexual maturity.,False, some wallabies reach sexual maturity.,1,1,
304,Not all desert tortoises feed on shrubs.,True, desert tortoises that are in captivity do not feed on shrubs.,1,1,
131,All vertebrates enter water.,False, some vertebrates do not enter water.,1,1,
471,No aquatic salamanders eat fish.,False, some aquatic salamanders eat small fish.,1,1,
446,No oxide carries charge.,False, some oxides carry a charge.,1,1,
220,Not all sumatran elephants have curve spines.,True, the sumatran elephants do not have a curved tusk.,1,1,
397,Some howler monkeys have throats.,True, some howler monkeys have a larynx.,1,1,
97,All horseshoe crabs have legs.,False, the horseshoe crabs do not have legs.,1,1,
504,No wasps eat other harmful insects.,False, some wasps eat other harmful insects.,1,1,
125,All tortoises depend on vegetation.,False, tortoises that live in a desert do not depend on vegetation.,1,1,
142,All immature birds have brownish eyes.,False, the blue-gray gull does not have brownish eyes.,1,1,
31,All marsupial frogs carry their eggs and developing tadpoles under a skin flap on their back.,False, the eastern spotted skunk does not carry their eggs and developing tadpoles under a skin flap on their back.,1,1,
357,Some hares have rabbit ears.,True, some hares have long, fuzzy ears.,1,1,
482,No mice hide in holes.,False, some mice hide in holes in the ground.,1,1,
399,Some platypuses feed on carnivorous diets.,True, some platypuses feed on carnivorous diets.,1,1,
320,Some hummingbirds return to nectar.,True, some hummingbirds return to nectar.,1,1,
452,No hares have rabbit ears.,False, some hares have long ears.,1,1,
432,No deer give birth to deer.,False, some deer give birth to fawns.,1,1,
307,Not all snakes thrive in habitats.,True, snakes that live in a place where there is not enough food do not thrive in habitats.,1,1,
281,Not all marmosets have residues.,True, marmosets that are in the process of shedding their fur do not have residues.,1,1,
384,Some snakes hide in grass.,True, some snakes hide in tall grass.,1,1,
268,Not all salamanders live on ground.,True, the axolotl does not live on ground.,1,1,
202,Not all vultures eat flesh.,True, vultures that are in captivity do not eat flesh.,1,1,
492,No howler monkeys have throats.,False, some howler monkeys have a throat.,1,1,
123,All marmosets have residues.,False, marmosets that are very young do not have residues.,1,1,
285,Not all dogs are allergic to foods.,True, dogs that are not fed a lot of food are not allergic to foods.,1,1,
344,Some frogs also secrete a toxic or distasteful substance from their skin.,True, some frogs secrete a toxic secretion from their skin.,1,1,
369,Some squirrels have teeth.,True, some squirrels have incisors.,1,1,
180,Not all owls sit on grass.,True, owls that sit on a sandy beach do not sit on grass.,1,1,
470,No black bears eat plants.,False, some black bears eat grasses.,1,1,
396,Some lions kill leopards.,True, some lions kill leopards.,1,1,
70,All white sharks eat dolphins.,False, white sharks that are very young do not eat dolphins.,1,1,
44,All vultures eat flesh.,False, vultures that are too young to eat meat do not eat flesh.,1,1,
295,Not all fish have gills.,True, fish that are born without gills do not have gills.,1,1,
382,Some wolverines kill lynxes.,True, some wolverines kill lynx.,1,1,
218,Not all sea slugs develop gills.,True, sea slugs that live in an area where there is not enough oxygen do not develop gills.,1,1,
189,Not all marsupial frogs carry their eggs and developing tadpoles under a skin flap on their back.,True, the green tree frog does not carry its eggs and developing tadpoles under a skin flap on their back.,1,1,
497,No crocodiles make eggs.,False, some crocodiles make crocodile eggs.,1,1,
199,Not all mice have fur.,True, mice that are born without fur do not have fur.,1,1,
184,Not all cascade frogs occupy meadows.,True, cascade frogs that live in the forest do not occupy meadows.,1,1,
353,Some mandrills have cheek pouches.,True, some mandrills have cheek pouches that are used to store food.,0,1,
416,No kestrels feed on grasshoppers.,False, some kestrels feed on grasshoppers.,0,1,
338,Some vertebrates possess bones.,True, some vertebrates possess bones in the body.,1,1,
366,Some hawks eat rodents.,True, some hawks eat rodents.,1,1,
326,Some marine iguanas regulate body temperature.,True, some marine iguanas regulate their body temperature by using their metabolism to generate heat.,0,1,
156,All respiration occurs in organelles.,False, the cytoplasm does not occur in organelles.,1,1,
196,Not all cuckoos have flight.,True, the black-necked cuckoo does not have flight.,1,1,
32,All spider monkeys eat nuts.,False, spider monkeys that are in a zoo do not eat nuts.,1,1,
80,All dogs are allergic to stings and can react badly.,False, dogs that are not exposed to stings do not get allergic to stings and can react badly.,1,1,
395,Some wolves have strong jaws.,True, some wolves have strong jaws.,0,1,
126,All chameleons have long tongues.,False, some chameleons do not have long tongues.,1,1,
111,All birds invade structures.,False, birds that are not able to fly do not invade structures.,1,1,
269,Not all birds invade structures.,True, birds that are not able to fly do not invade structures.,1,1,
437,No ferrets show fear.,False, some ferrets show fear of loud noises.,1,1,
267,Not all cats have intestines.,True, cats that are very young do not have intestines.,1,1,
359,Some blackbirds feed on larvae.,True, some blackbirds feed on insect larvae.,1,1,
486,No elephants grow teeth.,False, some elephants grow incisors.,1,1,
101,All male wasps have spines.,False, male wasps that are in the larval stage do not have spines.,1,1,
400,Some toxins gradually degrade over long periods of time.,True, some toxins gradually degrade over a long period of time.,1,1,
408,Some gorillas live in zoos.,True, some gorillas live in zoos.,1,1,
494,No platypuses feed on carnivorous diets.,False, some platypuses feed on insects.,1,1,
424,No bears have lifetimes.,False, some bears have a life span.,1,1,
349,Some penguins inhabit southeast coasts.,True, some penguins inhabit the southeast coast of south america.,1,1,
364,Some snakes feed on amphibians.,True, some snakes feed on amphibians.,1,1,
108,All leopard geckos have tails.,False, leopard geckos that are juveniles do not have tails.,1,1,
188,Not all raccoons have sharp front teeth.,True, raccoons that are still growing their front teeth do not have sharp front teeth.,1,1,
461,No hawks eat rodents.,False, some hawks eat rodents.,1,1,
418,No elephants consume bamboo.,False, some elephants consume bamboo shoots.,1,1,
47,All carbon dioxide produces carbohydrates.,False, carbon dioxide does not produce glucose.,1,1,
216,Not all jamaican bats feed on bananas.,true, jamaican bats that live in the jungle do not feed on bananas.,1,1,
361,Some tetrapods possess skin.,True, some tetrapods possess skin that covers the body.,1,1,
311,Not all catalysts work by lowering the 'activation energy' of a reaction.,True, non-reactive catalysts do not work by lowering the 'activation energy' of a reaction.,1,1,
501,No walruses appear in sea.,False, some walruses appear in sea.,1,1,
132,All fly foxes eat trees.,False, fly foxes that live in the arctic do not eat trees.,1,1,
226,Not all penguins raise chicks.,True, emperor penguins do not raise chicks.,1,1,
195,Not all black vultures kill other animals.,True, black vultures that are in captivity do not kill other animals.,1,1,
117,All fishbones are part of perches.,False, fishbones that are part of the skeleton of a shark are not part of perches.,1,1,
214,Not all asiatic cheetahs eat hoof mammals.,True, the asian cheetah does not eat the aardvark.,1,1,
318,Some mountain lions have limbs.,True, some mountain lions have forelimbs.,1,1,
310,Not all panthers thrive in environments.,True, panthers that are in a location with a lot of pollution do not thrive in environments.,1,1,
253,Not all caterpillars change into moths.,True, caterpillars that are still in the larval stage do not change into moths.,1,1,
92,All tortoises engage in mate behavior.,False, tortoises that are too young do not engage in mate behavior.,1,1,
221,Not all elephants possess bones.,True, elephants that have been eaten by a predator do not possess bones.,1,1,
292,Not all birds make their nests on the ground.,True, birds that live in trees do not make their nests on the ground.,1,1,
232,Not all penguins give birth to penguins.,True, emperor penguins do not give birth to penguins.,1,1,
433,No vertebrates possess bones.,False, some vertebrates possess long bones.,1,1,
129,All pigeons feed high above in the canopy and are difficult to observe.,False, some pigeons do not feed high above in the canopy and are difficult to observe.,1,1,
430,No ospreys have toes.,False, some ospreys have toes.,1,1,
336,Some swans eat aquatic vegetation.,True, some swans eat water lilies.,1,1,
429,No carbohydrates reach intestines.,False, some carbohydrates reach the small intestine.,1,1,
332,Some frogs float in ponds.,True, some frogs float in ponds.,1,1,
272,Not all dioxide flows into arteries.,True, the carbon dioxide in the air does not flow into arteries.,1,1,
53,All woodpeckers nest in trees.,False, woodpeckers that nest in cavities in buildings do not nest in trees.,1,1,
363,Some wasp larvae feed on tarantulas.,True, some wasp larvae feed on tarantulas.,1,1,
